candidate,target,null,d_inv,d_portrait
TOL_11,BRAIN_10,CFG,0.35823833209009504,0.3746086479050501
TOL_11,BRAIN_10,CFG,0.22188503489465333,0.21555872920155852
TOL_11,BRAIN_10,CFG,0.2675688615109127,0.24026516103664697
TOL_11,BRAIN_10,CFG,0.4126460117587345,0.3791838213180048
TOL_11,BRAIN_10,CFG,0.2924799778407325,0.3985893458278348
TOL_11,BRAIN_10,CFG,0.3615503909011026,0.3528590795729737
TOL_11,BRAIN_10,CFG,0.31859832100273217,0.34603286504019715
TOL_11,BRAIN_10,CFG,0.20469085470219037,0.2581421727431834
TOL_11,BRAIN_10,CFG,0.3812708309736362,0.3380809678937894
TOL_11,BRAIN_10,CFG,0.392341866446444,0.44059255260615826
TOL_11,BRAIN_10,CFG,0.484940576278256,0.35695280661761986
TOL_11,BRAIN_10,CFG,0.21775589946983473,0.2284812454722091
TOL_11,BRAIN_10,CFG,0.37568639968228773,0.40635746465274236
TOL_11,BRAIN_10,CFG,0.36908570781526506,0.30901221698164205
TOL_11,BRAIN_10,CFG,0.3614277091833531,0.35055676780199796
TOL_11,BRAIN_10,CFG,0.2251664679989026,0.5276534375644661
TOL_11,BRAIN_10,CFG,0.4257229496310675,0.30900493258890627
TOL_11,BRAIN_10,CFG,0.32222521235275076,0.25939722864465165
TOL_11,BRAIN_10,CFG,0.24296871807737155,0.33779092523031923
TOL_11,BRAIN_10,CFG,0.28823192896774186,0.25801987307402213
TOL_11,BRAIN_10,CFG,0.3992099494856461,0.4461413005199424
TOL_11,BRAIN_10,CFG,0.2806315108773987,0.33178120793167015
TOL_11,BRAIN_10,CFG,0.21467651117566988,0.17072194343088087
TOL_11,BRAIN_10,CFG,0.3259529031168756,0.2561934048675565
TOL_11,BRAIN_10,CFG,0.3221971414090969,0.3242090169934041
TOL_11,BRAIN_10,CFG,0.3176217929880085,0.31582734860493683
TOL_11,BRAIN_10,WS,0.4286126404969642,0.4373463306674371
TOL_11,BRAIN_10,WS,0.37132690537150287,0.5508663655381952
TOL_11,BRAIN_10,WS,0.41722391134340664,0.43457297873298895
TOL_11,BRAIN_10,WS,0.5206920060907905,0.47420861393082814
TOL_11,BRAIN_10,WS,0.4575520232817378,0.46809770615144286
TOL_11,BRAIN_10,WS,0.43696452234243277,0.43130572720362276
TOL_11,BRAIN_10,WS,0.41866762612264063,0.4338558343359403
TOL_11,BRAIN_10,WS,0.4330811779521313,0.4771160397598033
TOL_11,BRAIN_10,WS,0.5707932699792647,0.49025119825215957
TOL_11,BRAIN_10,WS,0.4960964886340408,0.4558922668796884
TOL_11,BRAIN_10,WS,0.47996400767667097,0.48916494982637193
TOL_11,BRAIN_10,WS,0.419144645857519,0.5670867800367712
